text,sentiment
The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",positive
"HELSINKI ( AFX ) Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive
"( ADP News ) Oct 31 , 2008 Finnish food company Raisio Oyj ( OMX RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative
'' Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
"'' However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",positive
More than a third of the original participants dropped out due to nausea and other side effects .,negative
Viking Line manages well with its current ferries .,positive
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative
"Net sales will , however , increase from 2005 .",positive
I am pleased that Bjorn Wahlroos has accepted the nomination .,positive
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
The court found TelecomInvest 's arguments convincing .,positive
Industry Investment is very interested in Glaston 's solar energy projects .,positive
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive
Operating profit of the Asian plants grew markedly .,positive
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",negative
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
This is the second successful effort for the financial investor this year .,positive
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,negative
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
Net sales grew in the period to x20ac 402 million $ 585US million from x20ac 401 million in 2006 .,positive
'' We are pleased to welcome Tapeks Noma into Cramo group .,positive
'' I warmly welcome Michael Frei to Outotec .,positive
"'' Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive
"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",positive
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative
"Insurer Axa ( PAR CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative
Most of the layoffs will be in Finland .,negative
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
Operating profit for 2009 lower than outlook published earlier .,negative
Scanfil issued a profit warning on 10 April 2006 .,negative
"Several large stocks tacked lower , however .",negative
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative
stores 16 March 2010 Finnish stationery and gift retailer Tiimari HEL TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,negative
'' Consumers have very well received our packed fresh meat .,positive
"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",positive
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive
Kone shares dropped 4.1 percent to x20ac 43 US$ 55.77 in Helsinki .,negative
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative
"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",positive
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",negative
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",negative
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative
Net sales fell by 5 % from the previous accounting period .,negative
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive
"In Middle East North Africa , Tecnotree has grown considerably in the recent years .",positive
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,positive
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative
' By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative
Net sales revenue per passenger is expected to increase .,positive
Scanfil has also issued a profit warning .,negative
"'' Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",negative
Demand was brisk as expected and order levels have remained high .,positive
A euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs euro ; 21 million .,positive
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",positive
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,negative
"'' Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",positive
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive
"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,negative
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",positive
The situation of coated magazine printing paper will continue to be weak .,negative
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",negative
Metso estimates the need for personnel reductions to amount to 25 people .,negative
Nokia the world 's largest mobile phone manufacturer and China Postel China 's largest mobile phone distributor have a long-standing partnership that continues to grow stronger over time .,positive
"As a domestic business , Best-In is already close to Finnish dog owners .",positive
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative
"For the current year , Raute expects its net sales to increase and the operating result to be positive .",positive
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive
'' We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,positive
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive
TELE2 Affarsvarlden gave a '' buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 15.19 euro ) .,positive
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",negative
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative
"Nordea Bank ( STO NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",positive
It will focus on improving its profitability next year by streamlining operations .,positive
Talentum 's net sales in September were smaller than expected .,negative
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",positive
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary in a single day .",positive
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive
Alma Media expects its net sales to increase as forecast previously .,positive
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,negative
"Net sales of Finnish Sanoma Learning Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",positive
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive
Global Banking News 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK POJLF ) are to cooperate on SWIFT services .,positive
"'' We 're delighted with the move '' says Morna Cowie , co-owner , above , '' it 's double the size of our current shop and has a lovely feel to it . ''",positive
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive
The hack had been extra nefarious because the tweets activated without being clicked on it was enough for Web surfers to move their mouse cursors over them .,negative
Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,positive
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,positive
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",negative
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ' Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative
"Jan. 6 Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative
Satama 's net sales would be higher than the year before .,positive
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive
HELSINKI AFX KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,positive
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive
HELSINKI AFX Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",positive
"( ADP News ) Dec 11 , 2008 Finnish construction and engineering company Outotec Oyj ( OMX OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive
LONDON MarketWatch Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,negative
"EUR928 ,000 in Q1 2010 6 May 2010 Finnish textile and clothing design company Marimekko Oyj ( HEL MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive
"'' We cut our frequency to New York last year , which explains the fall , '' he said .",negative
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer Friedlander involving corporate finance and broking with a focus on mid-market companies .",positive
The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative
17 March 2011 Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL TEL and Sweden 's TeliaSonera AB STO TLSN in the short term .,negative
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,negative
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative
"Vanhanen said the strike would be '' extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
As a result of the negotiations the employment of 130 blue and white-collar employees at the Oulu plant would be terminated .,negative
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,positive
This transaction will also rationalize our pulp and paper industry related solutions .,positive
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",positive
"Also the city 's insurance company , If P C Insurance , has said it will not pay compensation .",negative
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive
"The money will be spent '' on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",positive
"( ADP News ) Feb 4 , 2009 Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",positive
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
"'' The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",negative
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",positive
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative
"AUSTIN , Texas , Sept. 6 Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive
"The personnel reduction will be carried out in Anjalankoski , Hollola , Jyvaskyla , Jarvenpaa , Karhula , Turku and Valkeakoski units .",negative
"( ADP News ) Feb 12 , 2009 Finnish construction company Lemminkainen Oyj ( HEL LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative
"'' We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",negative
They are also upset that some of the machinery and work is taken over to Poland .,negative
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,negative
'' This is a win for all OEMs targeting to develop WiMAX products .,positive
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",positive
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive
The aim is to achieve EUR 2.5 mn yearly savings .,positive
The mill has long traditions and holds an established position in the markets .,positive
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",negative
"About Marubeni Marubeni Corporation TSE 8002 ; ADR MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",positive
"Revenue was slightly down , at x20ac 495 million $ 634 million , compared to x20ac 497 million a year earlier .",negative
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
"26 October 2010 Finnish environmental management company Lassila Tikanoja Oyj ( HEL LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
"Jul. 18 Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",negative
"However , the proportion of the paid standing orders grew in 2009 .",positive
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative
"HELSINKI Thomson Financial Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",negative
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative
"Exel Composites ' long-term growth prospects remain favourable , however .",positive
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
Possible personnel reductions concern approximately 104 people .,negative
The expansion aims to attract new customers both in Finland and abroad .,positive
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
16 February 2011 Finnish industrial machinery company Metso Oyj ( HEL MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL NAUR ) ( TSE NAU ) .,positive
The total need for staff cuts corresponds to about 300 man-years .,negative
"( ADPnews ) Dec 1 , 2009 Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive
