text,lemmas,ngrams,named_ents,sentiment
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .","['sale', 'business', 'go', 'store', 'see', 'growth']",[],['Tiimari/PERSON'],negative
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .","['period', 'sale', 'drop', 'accord', 'interim', 'report', 'release', 'today']","['interim_report', 'release_today']",[],negative
"Jul. 18 Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .","['Police', 'look', 'man', 'terrorize', 'male', 'gunpoint', 'afternoon', 'shoot', 'kidnap']",[],[],negative
"However , the proportion of the paid standing orders grew in 2009 .","['proportion', 'pay', 'standing', 'order', 'grow']","['pay_standing', 'pay_standing_order']",[],positive
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .","['accord', 'latvian', 'business', 'register', 'close', 'red', 'usd', 'turnover']","['latvian_business', 'latvian_business_register']",[],negative
"HELSINKI Thomson Financial Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .","['close', 'little', 'change', 'drop', 'sharply', 'disappointing', 'second', 'quarter', 'report']",[],[],negative
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","['finnish', 'construction', 'company', 'reduce', 'number', 'start', 'up', 'market', 'finance', 'residential', 'unit', 'previously', 'announce']","['finnish_construction', 'finnish_construction_company', 'residential_unit']",[],negative
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .","['change', 'market', 'situation', 'tough', 'price', 'competition', 'substantially', 'reduce', 'demand', 'bread', 'packaging', 'manufacture', 'plant', 'accord', 'company']","['tough_price', 'tough_price_competition', 'reduce_demand']",[],negative
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .","['cut', 'equivalent', 'cost', 'employee', 'target', 'company', 'say']",[],[],negative
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .","['company', 'result', 'remain', 'weak']",[],[],negative
"Exel Composites ' long-term growth prospects remain favourable , however .","['long', 'term', 'growth', 'prospect', 'remain', 'favourable']",[],[],positive
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .","['say', 'reduce', 'number', 'lease', 'personnel', 'lie', 'personnel']","['lease_personnel', 'own_personnel']",[],negative
Possible personnel reductions concern approximately 104 people .,"['possible', 'personnel', 'reduction', 'concern', 'approximately', 'people']","['possible_personnel', 'possible_personnel_reduction', 'possible_personnel_reduction_concern']",[],negative
The expansion aims to attract new customers both in Finland and abroad .,"['expansion', 'aim', 'attract', 'new', 'customer', 'abroad']",['new_customer'],['Finland/GPE'],positive
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .","['today', 'sign', 'license', 'agreement', 'swedish', 'chain', 'license', 'popular', 'pattern', '1950', '1960', '1970']","['swedish_chain', 'popular_pattern']",[],positive
16 February 2011 Finnish industrial machinery company Metso Oyj ( HEL MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL NAUR ) ( TSE NAU ) .,"['finnish', 'industrial', 'machinery', 'company', 'say', 'today', 'deliver', 'mineral', 'processing', 'equipment', 'basic', 'engineering', 'canadian', 'miner']","['industrial_machinery', 'industrial_machinery_company', 'say_today', 'deliver_mineral', 'deliver_mineral_processing', 'deliver_mineral_processing_equipment', 'basic_engineering', 'canadian_miner']",[],positive
The total need for staff cuts corresponds to about 300 man-years .,"['total', 'need', 'staff', 'cut', 'correspond', 'man', 'year']",['total_need'],[],negative
"( ADPnews ) Dec 1 , 2009 Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .","['dec', 'finnish', 'cutlery', 'hand', 'tool', 'maker', 'say', 'today', 'redundant', 'total', 'office', 'management', 'staff', 'member', 'subsidiary']","['finnish_cutlery', 'say_today']",[],negative
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .","['russian', 'export', 'duty', 'activate', 'harvesting', 'sale', 'increase']","['russian_export', 'russian_export_duty', 'activate_harvesting']","['Finland/GPE', 'Russia/GPE']",positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .","['sale', 'result', 'gain', 'second', 'quarter', 'support', 'finnish', 'company', 'strategy', 'focus', 'pharmaceutical', 'wholesale', 'retail', 'operation']","['second_quarter', 'finnish_company', 'retail_operation']",[],positive
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .","['furthermore', 'sale', 'new', 'passenger', 'car', 'light', 'commercial', 'vehicle', 'country', 'decline', 'year', 'year', 'month']","['new_passenger', 'new_passenger_car', 'commercial_vehicle', 'last_month']",[],negative
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .","['end', 'review', 'period', 'order', 'book', 'stand', 'mn', 'compare']",[],[],positive
"Mika Stahlberg , VP F-Secure Labs , said , '' We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .","['say', 'excited', 'proud', 'recognize']",[],['Mika_Stahlberg/PERSON'],positive
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .","['finnish', 'telecoms', 'software', 'developer', 'say', 'win', 'mln', 'mln', 'euro', 'order', 'supply', 'expansion', 'charging', 'message', 'system', 'mobile', 'fix', 'network']","['finnish_telecoms', 'finnish_telecoms_software', 'finnish_telecoms_software_developer', 'message_system', 'fix_network']",[],positive
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,"['finnish', 'fiber', 'plastic', 'product', 'maker', 'say', 'net', 'loss', 'narrow', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']","['finnish_fiber', 'net_loss', 'same_period']",[],positive
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,"['release', '04.01.2006', 'launch', 'major', 'tv', 'campaign', 'recruit', 'new', 'food', 'retailer']","['major_tv', 'major_tv_campaign']",[],positive
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .","['contrast', 'company', 'net', 'loss', 'quarter', 'contract', 'corresponding', 'period', 'year', 'ago']","['net_loss', 'third_quarter', 'corresponding_period']",[],positive
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .","['memorandum', 'understand', 'mou', 'party', 'collaborate', 'prepare', 'implement', 'joint', 'project', 'field', 'combined', 'power', 'heat', 'generation', 'environmental', 'protection', 'energy', 'efficient', 'technology']","['understand_mou', 'joint_project', 'combined_power', 'environmental_protection', 'efficient_technology']",['mou/WORK_OF_ART'],positive
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"['sale', 'increase', 'sale', 'clothing', 'store', 'subsidiary', 'increase', 'sale', 'decrease']",[],['Seppala/GPE'],positive
"2009 3 February 2010 Finland-based steel maker Rautaruukki Oyj ( HEL RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .","['base', 'steel', 'maker', 'say', 'today', 'slip', 'large', 'expect', 'pretax', 'loss', 'm', 'fourth', 'quarter', 'year', 'early', 'profit', 'm']","['base_steel', 'base_steel_maker', 'say_today', 'pretax_loss', 'fourth_quarter', 'early_profit']",['Finland/GPE'],negative
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .","['sale', 'decrease']",[],"['Konecranes/PERSON', 'EUR/GPE']",negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,"['operate', 'profit', 'fall', 'second', 'quarter', 'second', 'quarter']","['operate_profit', 'second_quarter', 'second_quarter']",[],negative
Finnish technology company Raute Corporation ( OMX Helsinki RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,"['finnish', 'technology', 'company', 'issue', 'profit', 'warning', 'financial', 'year']","['finnish_technology', 'finnish_technology_company', 'financial_year']",[],negative
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .","['increase', 'signal', 'traffic', 'waste', 'network', 'resource', 'allow', 'few', 'smartphone', 'connect']","['signal_traffic', 'waste_network', 'waste_network_resource', 'few_smartphone']",[],negative
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from '' neutral '' to '' buy '' in May .,"['analyst', 'upgrade', 'recommendation', 'paperlinx', 'neutral', 'buy']",[],['Campbell_Morgan/PERSON'],positive
"In addition to the demand in Finland , the export of lining stone products also increased .","['addition', 'demand', 'export', 'line', 'stone', 'product', 'increase']","['line_stone', 'line_stone_product']",['Finland/GPE'],positive
"Temporary lay-offs , affecting the entire workforce , will also be implemented .","['temporary', 'lay', 'off', 'affect', 'entire', 'workforce', 'implement']","['temporary_lay', 'entire_workforce']",[],negative
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .","['operate', 'profit', 'non', 'recurring', 'item', 'month', 'compare', 'corresponding', 'period']","['operate_profit', 'recurring_item', 'corresponding_period']",[],negative
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,"['group', 'recently', 'announce', 'month', 'previous', 'year', 'bring', 'major', 'loss', 'kroon', 'mln', 'fifth', 'quarter', 'run']","['previous_year', 'major_loss', 'fifth_quarter']",[],negative
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,"['operate', 'profit', 'fall']",['operate_profit'],[],negative
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .","['award', 'technology', 'enable', 'biodiesel', 'produce', 'vegetable', 'oil', 'animal', 'fat']","['enable_biodiesel', 'vegetable_oil']",['Finland/GPE'],positive
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .","['company', 'profit', 'taxis', 'fall', 'quarter', 'compare', 'corresponding', 'period']","['third_quarter', 'corresponding_period']",[],negative
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","['narrow', 'net', 'loss', 'second', 'quarter', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln', 'year', 'ago']","['net_loss', 'second_quarter']",['Metsaliitto/PRODUCT'],positive
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,"['finnish', 'metal', 'product', 'company', 'net', 'profit', 'go', 'slightly', 'mln', 'euro', 'mln', 'half', 'mln', 'euro', 'mln', 'period']","['finnish_metal', 'finnish_metal_product', 'finnish_metal_product_company', 'net_profit', 'first_half', 'same_period']",[],negative
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,"['commission', 'income', 'fall', 'corresponding', 'period']",['corresponding_period'],[],negative
The estimated synergy benefits are at least EUR7m annually .,"['estimate', 'synergy', 'benefit', 'm', 'annually']","['estimate_synergy', 'estimate_synergy_benefit']",[],positive
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,"['secure', 'delivery', 'g', 'modem', 'support', 'g', 'g', 'second', 'quarter']","['secure_delivery', 'second_quarter']",[],positive
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .","['lithuanian', 'beer', 'maker', 'sell', 'liter', 'beer', 'rise', 'cent', 'year', 'early', 'figure', 'liter']","['lithuanian_beer', 'lithuanian_beer_maker', 'early_figure']",[],positive
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .","['operate', 'result', 'month', 'period', 'decrease', 'profit', 'm', 'turnover', 'decrease', 'm', 'compare']",['operate_result'],[],negative
"However , the suspect stole his burgundy Nissan Altima .","['suspect', 'steal', 'burgundy']",[],['Nissan_Altima/PRODUCT'],negative
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,"['sponda', 'record', 'profit', 'sale', 'mln', 'euro', 'mln']",[],['sponda/PERSON'],positive
The shopping center will have a prime location right next to the Myllypuro metro station .,"['shopping', 'center', 'prime', 'location', 'right', 'metro', 'station']",['prime_location'],['Myllypuro/GPE'],positive
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .","['initially', 'company', 'say', 'maximum', 'people', 'redundant', 'parent', 'company', 'subsidiary']",[],[],negative
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .","['finnish', 'national', 'carrier', 'say', 'net', 'loss', 'euro26', 'net', 'profit', 'euro13', 'year', 'early']","['national_carrier', 'net_loss', 'net_profit']",[],negative
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .","['note', 'business', 'fundamental', 'bank', 'currently', 'remain', 'sound']",[],['Fitch/PERSON'],positive
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,"['say', 'invest', 'year', 'region', 'bring', 'mobile', 'coverage', 'population']","['next_year', 'mobile_coverage']",['Nepal/GPE'],positive
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,"['representative', 'body', 'approve', 'improve', 'offer', 'finnish', 'acquire', 'company']","['representative_body', 'improve_offer']",[],positive
'' The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,"['lowering', 'price', 'competitor', 'show', 'real', 'estate', 'market', 'stabilise', 'return', 'balance', 'apartment', 'acquire', 'fair', 'price', 'eye', 'client']","['real_estate', 'real_estate_market', 'fair_price']",[],positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,"['company', 'confirm', 'estimate', 'low', 'revenue', 'year', 'ago', 'm', 'give', 'interim', 'report']","['low_revenue', 'interim_report']",[],negative
1 November 2010 Finnish textile and clothing company Marimekko Oyj ( HEL MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO 8029 ) .,"['finnish', 'textile', 'clothing', 'company', 'announce', 'opening', 'concept', 'store', 'cooperation', 'japanese', 'sector', 'player']","['finnish_textile', 'first_concept', 'first_concept_store', 'japanese_sector', 'japanese_sector_player']",['Seoul/GPE'],positive
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia _ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,"['report-26', 'win', 'm', 'equipment', 'order', 'finnish', 'engineering', 'technology', 'group', 'say', 'receive', 'm', 'equipment', 'order']","['m_equipment', 'm_equipment_order', 'finnish_engineering']","['Australia/GPE', 'Australia/GPE']",positive
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,"['cut', 'output', 'furnace']",['cut_output'],['Lakshmi_Mittal/PERSON'],negative
"( ADP News ) Sep 30 , 2008 Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te","['finnish', 'security', 'privacy', 'software', 'solution', 'developer', 'say', 'today', 'win', 'm', 'order', 'deliver', 'network', 'security', 'product', 'unnamed', 'russian', 'te']","['finnish_security', 'say_today', 'russian_te']",['Stonesoft_Oyj/PERSON'],positive
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .","['share', 'price', 'fall', 'percent', 'euro', 'share', 'fall', 'percent', 'euro']",[],"['Helsinki/GPE', 'Frankfurt/GPE']",negative
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .","['large', 'restructuring', 'plan', 'negotiation', 'job', 'cut', 'initiate', 'today', 'company', 'note']","['large_restructuring', 'initiate_today']",['Italy/GPE'],negative
Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,"['operate', 'profit', 'rise']",['operate_profit'],[],positive
"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .","['notify', 'result', 'issue', 'new', 'share', 'direct', 'offering', 'joint', 'holding', 'decrease', 'total', 'number', 'share', 'vote']","['new_share', 'direct_offering', 'joint_holding', 'total_number']",[],negative
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,"['fair', 'value', 'company', 'investment', 'property', 'go', 'bn', 'end', 'year', 'early']",['fair_value'],[],negative
"Demand for fireplace products was lower than expected , especially in Germany .","['demand', 'fireplace', 'product', 'low', 'expect', 'especially']",[],['Germany/GPE'],negative
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,"['net', 'profit', 'drop']",['net_profit'],[],negative
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,"['operate', 'profit', 'fall', 'second', 'quarter']","['operate_profit', 'second_quarter']",[],negative
"In Sweden , there is an oversupply of pharmacies .","['oversupply', 'pharmacy']",[],['Sweden/GPE'],negative
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,"['operate', 'profit', 'exclude', 'restructure', 'cost', 'grow', 'operate', 'profit', 'include', 'restructure', 'cost', 'show', 'large', 'growth']","['operate_profit', 'restructure_cost', 'operate_profit', 'restructure_cost', 'large_growth']",[],positive
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .","['say', 'able', 'deliver', 'complete', 'range', 'service', 'deployment', 'operation', 'consulting', 'integration', 'manage', 'service', 'result', 'buyout']","['complete_range', 'manage_service']",[],positive
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .","['decision', 'mean', 'temporary', 'lay', 'off', 'fix', 'duration', 'company', 'unit', 'southern', 'central', 'respectively']","['temporary_lay', 'fix_duration']","['Nastola/PERSON', 'Finland/GPE']",negative
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","['equity', 'ratio', 'compare', 'quarter', 'net', 'sale', 'total', 'quarter']","['third_quarter', 'net_sale', 'third_quarter']",[],positive
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,"['training', 'module', 'aim', 'strengthen', 'public', 'accounting', 'ability', 'fulfil', 'communal', 'project', 'management']","['public_accounting', 'public_accounting_ability', 'communal_project', 'communal_project_management']",[],positive
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .","['prosecutor', 'demand', 'pay', 'fine']",[],[],negative
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .","['loss', 'financial', 'item', 'total', 'compare', 'profit', 'corresponding', 'period']","['financial_item', 'corresponding_period']",['loss/PERSON'],negative
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX LGL .,"['contract', 'sign', 'base']",[],['Papua_New_Guinea/GPE'],positive
The company also expects to sell its products in other Russian region .,"['company', 'expect', 'sell', 'product', 'russian', 'region']",['russian_region'],[],positive
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .","['growth', 'activeness', 'customer', 'start', 'end', 'continue', 'reporting', 'period', 'company', 'state']",[],['Talentum/GPE'],positive
"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .","['base', 'material', 'accessible', 'base', 'computer', 'transferable', 'portable', 'device', 'include']","['base_material', 'portable_device']",['iPods/PRODUCT'],positive
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .","['company', 'see', 'net', 'profit', 'quarter', 'm', 'm', 'corresponding', 'period']","['net_profit', 'third_quarter', 'corresponding_period']",[],negative
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,"['finnish', 'swedish', 'construction', 'market', 'experience', 'estimate', 'annual', 'growth']","['swedish_construction', 'swedish_construction_market', 'annual_growth']",[],positive
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .","['transaction', 'real', 'sign', 'long', 'term', 'agreement', 'supply', 'pulp', 'small', 'service', 'supply']",['small_service'],[],positive
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .","['rank', 'customer', 'loyalty', 'time']",[],[],positive
"'' We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President CEO Frank Peterson .","['happy', 'work', 'encourage', 'boater', 'angler', 'introduce', 'newcomer', 'sport', 'say']","['encourage_boater', 'introduce_newcomer']","['Rapala/PRODUCT', 'Frank_Peterson/PERSON']",positive
"In addition , the company will reduce a maximum of ten jobs .","['addition', 'company', 'reduce', 'maximum', 'job']",[],[],negative
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,"['finnish', 'metal', 'industry', 'solution', 'supplier', 'net', 'profit', 'rise', 'mln', 'euro', 'mln', 'month', 'mln', 'euro', 'mln', 'period']","['finnish_metal', 'finnish_metal_industry', 'finnish_metal_industry_solution', 'finnish_metal_industry_solution_supplier', 'net_profit', 'same_period']",[],positive
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .","['passenger', 'load', 'factor', 'measure', 'number', 'sell', 'seat', 'share', 'available', 'seat', 'drop', 'percentage', 'point']","['sell_seat', 'available_seat']",[],negative
Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,"['finnish', 'business', 'software', 'group', 'say', 'sign', 'agreement', 'acquire', 'share', 'swedish', 'sector', 'company', 'mln', 'euro', 'mln', 'debt', 'free', 'basis']","['finnish_business', 'finnish_business_software', 'finnish_business_software_group', 'swedish_sector', 'swedish_sector_company', 'free_basis']",[],positive
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,"['revenue', 'quarter', 'fall', 'percent', 'compare', 'year', 'early']",[],[],negative
"In addition to Russia , we now seek additional growth in Ukraine .","['addition', 'seek', 'additional', 'growth']",['additional_growth'],"['Russia/GPE', 'Ukraine/GPE']",positive
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .","['open', 'year', 'large', 'facility', 'world', 'produce', 'diesel', 'fuel', 'renewable', 'feedstock', 'palm', 'oil', 'animal', 'fat']","['next_year', 'large_facility', 'produce_diesel', 'produce_diesel_fuel', 'renewable_feedstock']",[],positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,"['company', 'marketing', 'sale', 'investment', 'initiate', 'efficient']",[],[],positive
"'' We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .","['proud', 'welcome', 'distribution', 'facility', 'north', 'region', 'know', 'logistic', 'center', 'say', 'executive', 'director']",['executive_director'],"['Mississippi/GPE', 'United_States/GPE', 'Gray_Swoope/PERSON']",positive
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,"['announcement', 'come', 'week', 'key', 'licensing', 'agreement', 'expire', 'company', 'embroil', 'disagreement', 'royalty', 'payment', 'chip', 'use', 'patent', 'technology']","['key_licensing', 'key_licensing_agreement', 'patent_technology']",[],negative
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","['operate', 'profit', 'month', 'period', 'decrease', 'm', 'net', 'sale', 'increase', 'm', 'compare']","['operate_profit', 'net_sale']",[],negative
"ADPnews Feb 5 , 2010 Finnish real estate investor Sponda Oyj HEL SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .","['finnish', 'real', 'estate', 'investor', 'say', 'today', 'slip', 'net', 'loss', 'm', 'profit']","['real_estate', 'real_estate_investor', 'say_today', 'net_loss']",['Sponda_Oyj_HEL_SDA1V/PERSON'],negative
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .","['operate', 'profit', 'total', 'quarter']","['operate_profit', 'first_quarter']",[],negative
"The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR 3.5 ( +1.2 ) million .","['sale', 'period', 'result', 'taxis', 'loss']",[],[],negative
GSK announced in November 2008 that it would close its operations in Dartford .,"['announce', 'close', 'operation']",[],['Dartford/GPE'],negative
"ADP News Apr 22 , 2009 Finnish business information systems developer Solteq Oyj HEL STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","['finnish', 'business', 'information', 'system', 'developer', 'say', 'today', 'net', 'loss', 'widen', 'usd', 'quarter']","['finnish_business', 'finnish_business_information', 'finnish_business_information_system', 'finnish_business_information_system_developer', 'say_today', 'net_loss', 'first_quarter']",['Oyj_HEL_STQ1V/PERSON'],negative
"Dolce Gabbana has asked the European Union to declare Marimekko Corporation 's '' Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .","['ask', 'declare', 'floral', 'pattern', 'trademark', 'invalid', 'continue', 'dispute', 'company']","['floral_pattern', 'floral_pattern_trademark', 'continue_dispute']",['Dolce_Gabbana/PERSON'],negative
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .","['separate', 'announcement', 'stock', 'exchange', 'reveal', 'company', 'quarter', 'profit', 'decline', 'm', 'quarter', 'year', 'm', 'year', 'q3']","['separate_announcement', 'third_quarter', 'third_quarter_profit', 'third_quarter', 'last_year']",[],negative
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,"['consolidated', 'pretax', 'profit', 'decrease']",['pretax_profit'],[],negative
"Finnish industrial investor Panostaja Oyj OMX Helsinki PNAAS OMX Helsinki PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","['finnish', 'industrial', 'investor', 'pnaas', 'say', 'sign', 'deal', 'acquire', 'entire', 'share', 'capital', 'manufacturer', 'waste', 'disposal', 'equipment']","['industrial_investor', 'entire_share', 'entire_share_capital']",[],positive
